step,coverage,distance,uncertainty,siren
0,0.9978604510095123,4.807854253948574,0.002139548990487755,
1,0.9976585488333594,11.36135150623264,0.0023414511666406826,
2,0.9975936821995749,23.953583918533774,0.0024063178004250707,
